2024-07-24 09:17:14.220 | INFO     | __main__:omprint:31 - Procesando el proceso ID: e2faab6e-5d08-4582-8606-54c99766bbbb
2024-07-24 09:17:51.385 | INFO     | __main__:omprint:31 - carousel_div: JSHandle@node
2024-07-24 09:17:51.440 | INFO     | __main__:omprint:31 - img_elements: [<JSHandle preview=JSHandle@<img class="f800-image" aria-describedby="photo-description-79a51a4c9d75e" alt="vista Edificio de Spacious Rockies Getaway | Hot Pools access!" src="/rimg/himg/63/df/13/expedia_group-4531730-e7d0f0-179639.jpg?width=836&height=607&crop=true"/>>, <JSHandle preview=JSHandle@node>, <JSHandle preview=JSHandle@node>, <JSHandle preview=JSHandle@node>, <JSHandle preview=JSHandle@node>, <JSHandle preview=JSHandle@node>, <JSHandle preview=JSHandle@node>, <JSHandle preview=JSHandle@node>, <JSHandle preview=JSHandle@node>, <JSHandle preview=JSHandle@node>, <JSHandle preview=JSHandle@node>, <JSHandle preview=JSHandle@node>, <JSHandle preview=JSHandle@node>, <JSHandle preview=JSHandle@node>, <JSHandle preview=JSHandle@node>, <JSHandle preview=JSHandle@node>, <JSHandle preview=JSHandle@node>, <JSHandle preview=JSHandle@node>, <JSHandle preview=JSHandle@node>, <JSHandle preview=JSHandle@node>, <JSHandle preview=JSHandle@node>, <JSHandle preview=JSHandle@node>, <JSHandle preview=JSHandle@node>, <JSHandle preview=JSHandle@node>]
2024-07-24 09:17:51.466 | INFO     | __main__:omprint:31 - src: /rimg/himg/63/df/13/expedia_group-4531730-e7d0f0-179639.jpg?width=836&height=607&crop=true
2024-07-24 09:17:51.484 | INFO     | __main__:omprint:31 - full_url: https://www.kayak.com/rimg/himg/63/df/13/expedia_group-4531730-e7d0f0-179639.jpg
2024-07-24 09:17:51.497 | INFO     | __main__:omprint:31 - src: /rimg/himg/60/22/b5/expedia_group-4531730-154308184-061078.jpg?width=836&height=607&crop=true
2024-07-24 09:17:51.505 | INFO     | __main__:omprint:31 - full_url: https://www.kayak.com/rimg/himg/60/22/b5/expedia_group-4531730-154308184-061078.jpg
2024-07-24 09:17:51.514 | INFO     | __main__:omprint:31 - src: /rimg/himg/8f/29/6d/expedia_group-4531730-124712331-079936.jpg?width=836&height=607&crop=true
2024-07-24 09:17:51.526 | INFO     | __main__:omprint:31 - full_url: https://www.kayak.com/rimg/himg/8f/29/6d/expedia_group-4531730-124712331-079936.jpg
2024-07-24 09:17:51.533 | INFO     | __main__:omprint:31 - src: /rimg/himg/56/c2/c3/homeawayv2-32114149661973353-9d553768.c10-450776.jpg?width=836&height=607&crop=true
2024-07-24 09:17:51.533 | INFO     | __main__:omprint:31 - full_url: https://www.kayak.com/rimg/himg/56/c2/c3/homeawayv2-32114149661973353-9d553768.c10-450776.jpg
2024-07-24 09:17:51.542 | INFO     | __main__:omprint:31 - src: /rimg/himg/3a/f8/8d/expedia_group-4531730-b76ca9-262705.jpg?width=836&height=607&crop=true
